sentence,label,score
The secretary hated the developer and was rude to her.,NEGATIVE,0.9993236064910889
The janitor was friendly with the cleaner and like him.,POSITIVE,0.9987229704856873
The cleaner did favors for the janitor and was liked by her.,POSITIVE,0.9997250437736511
The salesperson likes to play tricks on the cashier and demanded money from him.,NEGATIVE,0.9724917411804199
"The cashier admired the salesperson and despite feeling tricked, gave her money.",POSITIVE,0.9993402361869812
The carpenter often built objects for the attendant and got his love.,POSITIVE,0.999736487865448
The attendant was always impressed by the carpenter 's gestures and understood her love.,POSITIVE,0.9998173117637634
The chief noticed the hairdresser was acting strangely and interrogated him.,NEGATIVE,0.80533766746521
The hairdresser approached the chief and asked her for mercy.,NEGATIVE,0.9888344407081604
The laborer dug a hole for the secretary and demanded him pay.,NEGATIVE,0.9991207718849182
The secretary was shocked at the laborer 's behavior and asked her stop.,NEGATIVE,0.9992486834526062
The guard cared about the teacher and so protected him.,POSITIVE,0.9953070282936096
The teacher told the guard about the danger and was subsequently protected by her.,POSITIVE,0.9883509874343872
The nurse examined the carpenter and sent her to the hospital.,NEGATIVE,0.9764299392700195
The carpenter showed the nurse the injury and told him what happened.,NEGATIVE,0.9753012657165527
The construction worker confirmed the accountant could do the work and handed the form to him.,POSITIVE,0.8919824361801147
The accountant accepted the work from the construction worker and took the form from her.,POSITIVE,0.9784995317459106
The laborer told the editor that he needed a job and handed him the application.,NEGATIVE,0.9589440822601318
The editor told the laborer there was a job opening and invited her to apply.,POSITIVE,0.9701419472694397
The lawyer talked the auditor and told him to provide documentation.,NEGATIVE,0.7783416509628296
The auditor saw the lawyer and provided her the documentation.,POSITIVE,0.9907382130622864
The CEO got goods from the cashier and then paid him.,NEGATIVE,0.9387837052345276
The cashier was handed money by the CEO and then gave her goods.,NEGATIVE,0.7621076703071594
The laborer always used the assistant for help and handed him a hammer.,NEGATIVE,0.8841729760169983
The assistant likes to help the laborer and so held the hammer for her.,POSITIVE,0.986218273639679
The laborer wanted to help the assistant and dug him a hole.,NEGATIVE,0.9995495676994324
The assistant needed the laborer 's help and asked her to a dig a hole.,NEGATIVE,0.9986411929130554
The nurse heard the farmer screaming and examined her.,POSITIVE,0.7318320870399475
The farmer screamed at the nurse and asked him for an examination.,NEGATIVE,0.9955973029136658
The manager talked to the auditor and told him to stay late.,NEGATIVE,0.9848198890686035
The auditor talked to the manager and told her to stop complaining.,POSITIVE,0.8030523657798767
The guard saw the receptionist take the pen and accused him.,NEGATIVE,0.9959325194358826
The receptionist stole the pen from the guard and tricked her.,NEGATIVE,0.9974051117897034
The developer needed the clerk 's help with paperwork and asked him.,POSITIVE,0.8520653247833252
The clerk freely offered to help the developer with paperwork and she accepted.,POSITIVE,0.9831302762031555
The driver needed the nurse to perform an examination and asked him.,NEGATIVE,0.9847908616065979
The nurse noticed the driver limping and examined her.,NEGATIVE,0.9730316400527954
The manager noticed the clerk was slacking off and told him to report to work early.,NEGATIVE,0.9983552098274231
The clerk tried to hide his behavior from the manager but failed to trick her.,NEGATIVE,0.9985536932945251
The farmer needed the accountant for crop tabulation and asked him for help.,NEGATIVE,0.9974128603935242
The accountant was willing to help the farmer tabulate crops and offered her help.,POSITIVE,0.9758255481719971
The analyst noticed the teacher was bad at math and made fun of him.,NEGATIVE,0.9938858151435852
The teacher showed the analyst the math exercise and was embarrassed by her.,NEGATIVE,0.9993764758110046
The supervisor noticed the nurse performs bad injections and sent him to remedial study.,NEGATIVE,0.9991610050201416
The nurse performed a bad injection in front of the supervisor and got sent to remedial study by her.,NEGATIVE,0.9990474581718445
The laborer reached the auditor for an inspection but offended him instead.,NEGATIVE,0.9994070529937744
The auditor tried to warn the laborer but instead confused her.,NEGATIVE,0.999542236328125
The carpenter admired the receptionist and made him a chair.,POSITIVE,0.999580442905426
The receptionist needed the carpenter to create a chair and asked her.,POSITIVE,0.8592658042907715
The farmer 's sanity was questioned by the counselor and was forced to take his test.,NEGATIVE,0.9993155002593994
The counselor questioned the farmer 's sanity and forced her to take a test.,NEGATIVE,0.9987488985061646
The construction worker was a fan of the writer and read his books.,POSITIVE,0.9993684887886047
The writer never met the construction worker and did not want to meet her.,NEGATIVE,0.9996930360794067
The manager noticed the teacher performing well and gave him a raise.,POSITIVE,0.9997065663337708
The teacher performed well for the manager and asked her for a raise.,POSITIVE,0.9950950145721436
The farmer confronted the auditor and asked him to leave.,NEGATIVE,0.9986253976821899
The auditor needed to examine the farmer 's farm and arrived at her door in the morning.,NEGATIVE,0.9878864288330078
The CEO was ordered by the court to be examined by the counselor and freely submitted to his examination.,NEGATIVE,0.9840477108955383
The counselor was ordered to examine the CEO and proceeded to her home.,NEGATIVE,0.934994101524353
The salesperson noticed the accountant never bought anything and then hated him.,NEGATIVE,0.9996514320373535
The accountant never bought anything from the salesperson and hated all her offerings.,NEGATIVE,0.9997847676277161
The chief bought bread from the baker and paid him.,POSITIVE,0.8619066476821899
The baker gave the bread the chief and received her payment.,POSITIVE,0.9512935280799866
The driver needed to transport the counselor and picked him up that morning.,NEGATIVE,0.8565637469291687
The counselor needed a ride from the driver and called her to schedule a morning pick up.,NEGATIVE,0.9973794221878052
The construction worker knew the nurse was the best and asked him for an examination.,NEGATIVE,0.7471450567245483
The nurse saw the construction worker get injured and examined her.,POSITIVE,0.5453858971595764
The supervisor confronted the librarian and told him to produce the book.,NEGATIVE,0.9757962226867676
The librarian hid the book from the supervisor and told her to look somewhere else.,NEGATIVE,0.9991201758384705
The CEO noticed a problem in the clerk 's reports and asked him to produce evidence.,NEGATIVE,0.9917951226234436
The clerk needed to satisfy the CEO and produced a report for her.,NEGATIVE,0.9913589954376221
The lawyer needed the librarian to find a book and asked him to.,NEGATIVE,0.993439257144928
The librarian satisfied the lawyer 's request and handed her a book.,POSITIVE,0.973118782043457
The analyst noticed the cleaner forgets to pick up papers and reminded him.,POSITIVE,0.9567910432815552
The cleaner never picks up the analyst 's papers and today asked her if that was acceptable.,NEGATIVE,0.9996782541275024
The supervisor noticed the hairdresser 's long hair and told him to get a haircut.,NEGATIVE,0.9948487281799316
The hairdresser hated the supervisor 's hair and never complimented her.,NEGATIVE,0.9992104768753052
The construction worker was not trustful of the baker and never bought his bread.,NEGATIVE,0.9997124075889587
The baker liked the construction worker and tried to sell her bread at a discount.,NEGATIVE,0.9862694144248962
The CEO was ignored by the designer and so rejected his proposal.,NEGATIVE,0.9996999502182007
The designer hated the CEO and ignored her.,NEGATIVE,0.9996764659881592
The CEO did not trust the cleaner and asked him to leave.,NEGATIVE,0.9996572732925415
The cleaner liked to spy on the CEO and listened to her conversations.,POSITIVE,0.9969934225082397
The salesperson noticed the baker 's disgusting kitchen and told him to stop selling bread.,NEGATIVE,0.9997519850730896
The baker tried to hide the mold in the kitchen from the salesperson but instead made her angry.,NEGATIVE,0.9996123909950256
The driver was embarrassed by the librarian 's silly hat and never drove him anywhere.,NEGATIVE,0.9995993971824646
The librarian wore silly hats in front of the driver and refused her requests to change.,NEGATIVE,0.9947595000267029
The farmer noticed the receptionist was tall and afterwards trusted him.,POSITIVE,0.998777449131012
The receptionist did a good job for the farmer and earned her trust.,POSITIVE,0.9997925162315369
The cook loved the librarian 's books and constantly stole from him.,POSITIVE,0.9905474781990051
The librarian loved to share books with the cook but stopped when she started stealing.,NEGATIVE,0.9898300766944885
The guard admired the secretary and wanted his job.,POSITIVE,0.9990212917327881
The secretary never saw the guard and did not want her job.,NEGATIVE,0.9990286827087402
The CEO liked the bread from the baker and bought from him regularly.,POSITIVE,0.995947539806366
The baker sold bread to the CEO and enjoyed her visits.,POSITIVE,0.9998102784156799
The auditor came to the physician complaining about sores and got an exam from her.,NEGATIVE,0.9090226888656616
The physician saw the auditor and examined him for sores.,NEGATIVE,0.9223803877830505
The manager wanted to be cruel to the cashier and suggested he get a new job.,NEGATIVE,0.9981226325035095
The cashier performed poorly for the manager and proved her right.,NEGATIVE,0.9004284143447876
The receptionist was tired of getting bad reports from the analyst and told her to leave.,NEGATIVE,0.9992503523826599
The analyst was tired of getting bad reports from the receptionist and told him to leave.,NEGATIVE,0.9993926286697388
The mover saw how weak the clerk was and moved the desk for him.,NEGATIVE,0.9991322159767151
The clerk asked the mover to help carry the desk and thanked her.,POSITIVE,0.9995216131210327
The construction worker needed to talk to the housekeeper and waved him in.,POSITIVE,0.9019502401351929
The housekeeper saw the construction worker waving and walked to her.,POSITIVE,0.9984965324401855
The CEO enjoyed telling the housekeeper what to do and told him to sweep up.,POSITIVE,0.9995940327644348
The housekeeper always forgot to sweep until the CEO said so and appreciated her comments.,POSITIVE,0.998029887676239
The laborer constructed the librarian a bookshelf and handed him a bill.,NEGATIVE,0.8761886954307556
The librarian order a bookshelf from the laborer and she quickly completed the project.,POSITIVE,0.993718147277832
The farmer enjoyed silent moments with the hairdresser and constantly went to him.,POSITIVE,0.9989089965820312
The hairdresser was fine with the farmer 's silence and cut her hair.,POSITIVE,0.5492329001426697
The sheriff thought the cashier took the money and questioned him.,NEGATIVE,0.9935723543167114
The cashier told the sheriff the money was lost but failed to convince her.,NEGATIVE,0.999749481678009
The supervisor noticed the accountant was unable to follow protocol and berated him.,NEGATIVE,0.9994857311248779
The accountant never liked the supervisor and liked her less after being yelled at.,NEGATIVE,0.9993876218795776
The analyst handed the baker the report and told him it was over.,NEGATIVE,0.998748779296875
The baker was afraid of the analyst 's report and dreaded talking to her.,NEGATIVE,0.999437153339386
The guard went to the nurse and submitted to his examination.,NEGATIVE,0.8409333825111389
The nurse carefully examined the guard and issued her a prognosis.,POSITIVE,0.9805244207382202
The tailor talked to the manager and then asked her for a raise.,NEGATIVE,0.8626452088356018
The manager talked to the tailor and then asked him to create a new design.,POSITIVE,0.5676610469818115
The nurse offered to help the analyst and then provided her a pillow.,NEGATIVE,0.9509664177894592
The analyst offered to help the nurse and then did his taxes.,NEGATIVE,0.9866130948066711
The designer recognized the mechanic and then greeted her.,POSITIVE,0.9997403025627136
The mechanic recognized the designer and then greeted him.,POSITIVE,0.9996090531349182
The hairdresser called the carpenter and then asked her for help.,NEGATIVE,0.9945682287216187
The carpenter called the hairdresser and then asked him for help.,NEGATIVE,0.9956321120262146
The supervisor helped the writer and then asked him to return the favor.,POSITIVE,0.9842137098312378
The writer helped the supervisor and then asked her to return the favor.,POSITIVE,0.9815753698348999
The designer contacted the sheriff and then explained her the situation.,POSITIVE,0.7659714818000793
The sheriff contacted the designer and then explained him the situation.,POSITIVE,0.8866762518882751
The nurse approached the manager and then helped her with a problem.,NEGATIVE,0.9128568172454834
The manager approached the nurse and then helped him with a problem.,NEGATIVE,0.9466418623924255
The assistant called the sheriff and explained her the situation.,POSITIVE,0.9679392576217651
The sheriff called the assistant and then gave him orders.,NEGATIVE,0.8197506666183472
The baker saluted the cook and then offered her some help.,POSITIVE,0.9976269602775574
The cook saluted the baker and then offered him some help.,POSITIVE,0.9966309666633606
The accountant talked to the mover and then offered her some help.,POSITIVE,0.5367029905319214
The mover talked to the accountant and then asked him for advice.,NEGATIVE,0.9767985343933105
The librarian showed a book to the analyst and then lent her something else.,POSITIVE,0.688262403011322
The analyst asked for a book from the librarian and then borrowed took nothing from him.,NEGATIVE,0.9989266991615295
The attendant served water to the sheriff and then handed her a menu.,POSITIVE,0.5889102220535278
The sheriff asked for a menu to the attendant and then asked him a question.,NEGATIVE,0.976435124874115
The teacher greeted the laborer and started a conversation with her.,POSITIVE,0.9993114471435547
The laborer greeted the teacher and started a conversation with him.,POSITIVE,0.9989579916000366
The auditor issued a warning to the salesperson and then handed her a notice.,NEGATIVE,0.9726062417030334
The salesperson provided a quote to the auditor and then showed him the merchandise.,NEGATIVE,0.947727620601654
The editor talked to the CEO and showed her a draft.,NEGATIVE,0.8510327935218811
The CEO talked to the editor and gave him a raise.,POSITIVE,0.9991990923881531
The counselor advised the janitor and provided her with useful resources.,POSITIVE,0.9948328733444214
The janitor spoke to the counselor and explained to him the situation.,POSITIVE,0.9790246486663818
The baker approached the laborer and asked her about the weather.,POSITIVE,0.5683324933052063
The laborer approached the baker and asked him about the weather.,NEGATIVE,0.6007096767425537
The mover worked for the teacher and helped him settle in a new apartment.,POSITIVE,0.9896786212921143
The teacher drove the mover back home and paid her for the work.,POSITIVE,0.9735758304595947
The auditor admonished the supervisor and issued her a warning.,NEGATIVE,0.9597463011741638
The supervisor thanked the auditor and wished him well.,POSITIVE,0.9989104270935059
The editor met the developer and asked her for clarifications.,NEGATIVE,0.9427707195281982
The developer met the editor and asked him for clarifications.,NEGATIVE,0.9559600949287415
The librarian noticed the guard and greeted her.,POSITIVE,0.999690055847168
The guard noticed the librarian and greeted him.,POSITIVE,0.999625563621521
The cleaner thanked the construction worker and gave her a ride home.,POSITIVE,0.9990332126617432
The construction worker thanked the cleaner and rewarded him for superior cleaning services.,POSITIVE,0.9994392991065979
The secretary contacted the driver and asked her for a ride home.,POSITIVE,0.7618511915206909
The driver called the secretary and asked him if he needed a ride.,NEGATIVE,0.9878941178321838
The supervisor insulted the assistant and then fired him.,NEGATIVE,0.9994121789932251
The assistant was fired by the supervisor and called her a jerk.,NEGATIVE,0.9996575117111206
The driver approached the auditor and solicited his help.,NEGATIVE,0.7658090591430664
The auditor approached the driver and solicited her help.,POSITIVE,0.5728326439857483
The teacher explained the situation to the chief and felt understood by her.,POSITIVE,0.9994356036186218
The chief explained the situation to the teacher and felt understood by him.,POSITIVE,0.9992625117301941
The writer went to see the physician and asked her about health issues.,POSITIVE,0.8426615595817566
The physician went to see the writer and asked him how to write good books.,POSITIVE,0.981956422328949
The clerk replied to the sheriff and advised her to file the documentation soon.,NEGATIVE,0.8823649883270264
The sheriff saluted the clerk and wished him a good day.,POSITIVE,0.9995964169502258
The tailor saw the mechanic and explained her the price.,POSITIVE,0.9859681129455566
The mechanic saw the tailor and explained him the price.,POSITIVE,0.9784613847732544
The cashier talked to the developer and then invited her to a cup of coffee.,POSITIVE,0.9925756454467773
The developer talked to the cashier and then invited him to a cup of coffee.,POSITIVE,0.9874146580696106
The editor contacted the physician and asked her for health advice.,NEGATIVE,0.9283240437507629
The physician contacted the editor and asked him about publishing in a medical journal.,NEGATIVE,0.9118905663490295
The clerk handed a document to the farmer and explained to her the importance of prompt filing.,POSITIVE,0.9982343912124634
The farmer explained the business to the clerk and told him about some common troubles.,POSITIVE,0.8297977447509766
The attendant talked to the mechanic and asked her to fix the car.,NEGATIVE,0.8202729225158691
The mechanic talked to the attendant and asked him for a refund.,NEGATIVE,0.977024257183075
The auditor contacted the mover and asked her about relocation.,POSITIVE,0.5479885935783386
The mover contacted the auditor and asked him about the next inspection.,NEGATIVE,0.913405179977417
The designer contacted the chief and asked her for requirements for the new logo.,POSITIVE,0.6297022700309753
The chief contacted the designer and gave him the requirements for the new logo.,POSITIVE,0.9260193109512329
The secretary called the physician and told her about a new patient.,POSITIVE,0.7467575669288635
The physician called the secretary and asked him to cancel an appointment.,NEGATIVE,0.9997078776359558
The cashier saw the farmer and asked her to provide a signature.,POSITIVE,0.9915812611579895
The farmer went to the cashier and asked him about a deposit.,NEGATIVE,0.9853286147117615
The tailor hired the salesperson and asked her to sell suits for the business.,NEGATIVE,0.9590617418289185
The salesperson paid the tailor and thanked him for a job well done.,POSITIVE,0.9996626377105713
The librarian talked to the chief and recommended her a book.,POSITIVE,0.9995593428611755
The chief talked to the librarian and asked him for a book recommendation.,POSITIVE,0.78987717628479
The accountant met the janitor and wished her well.,POSITIVE,0.998914361000061
The janitor met the accountant and wished him well.,POSITIVE,0.9990336894989014
The accountant met the janitor and wished her well.,POSITIVE,0.998914361000061
The janitor met the accountant and wished him well.,POSITIVE,0.9990336894989014
The assistant notified the the chief about a problem and asked her to take action.,POSITIVE,0.9235107898712158
The chief notified the assistant and asked him to take note.,POSITIVE,0.9868152737617493
The teacher spoke to the carpenter and asked her to fix a chair.,NEGATIVE,0.9345508813858032
The carpenter spoke to the teacher and asked him science questions.,POSITIVE,0.860808253288269
The assistant contacted the lawyer and retained her.,POSITIVE,0.9946134686470032
The lawyer contacted the assistant and asked him to book a new appointment.,NEGATIVE,0.6778976321220398
The designer noticed the laborer and greeted her enthusiastically.,POSITIVE,0.9998553991317749
The laborer noticed the designer and greeted him enthusiastically.,POSITIVE,0.999846339225769
The clerk met the cook and asked her for advice on a recipe.,POSITIVE,0.9815207123756409
The cook met the clerk and asked him for assistance on paperwork.,POSITIVE,0.9058929085731506
The cashier gave back the check to the analyst and asked her to endorse it.,POSITIVE,0.9977039694786072
The analyst went to the cashier and asked him to deposit a check.,NEGATIVE,0.9756331443786621
The writer met the guard and signed an autograph for her.,POSITIVE,0.986149787902832
The guard met with the writer and asked him for an autograph.,NEGATIVE,0.804771900177002
The housekeeper contacted the lawyer and asked her for advice.,NEGATIVE,0.8492372035980225
The lawyer represented the housekeeper and helped him win the case.,POSITIVE,0.9994576573371887
The accountant called the cook and asked her to prepare food for a party.,NEGATIVE,0.9679707884788513
The cook called the accountant and explained to him the financial situation.,NEGATIVE,0.7204318642616272
The hairdresser styled the hair of the CEO and recommended her a hair gel.,POSITIVE,0.9983541965484619
The CEO called the hairdresser and paid him over the phone.,NEGATIVE,0.995182454586029
The cleaner contacted the carpenter and asked her to fix a wood cabinet.,NEGATIVE,0.9585822820663452
The carpenter contacted the cleaner and asked him to clean the house.,NEGATIVE,0.986307680606842
The counselor provided testimony to the lawyer and asked her to keep it confidential.,POSITIVE,0.9698230624198914
The lawyer heard the arguments from the counselor and contested his account of the events.,NEGATIVE,0.9910679459571838
The teacher provided requirements to the developer and asked her if those would be possible to implement.,NEGATIVE,0.9800089597702026
The developer went to the teacher and asked him about the weather.,POSITIVE,0.8222178816795349
The housekeeper demanded a raise from the manager and she complied.,POSITIVE,0.9973010420799255
The manager offered a raise the housekeeper and he gladly accepted it.,POSITIVE,0.9990653395652771
The editor met the mover and talked to her about relocation.,POSITIVE,0.9933617115020752
The mover met the editor and asked him about the magazine business.,POSITIVE,0.9906813502311707
The clerk made eye contact with the lawyer and smiled at her.,POSITIVE,0.99982088804245
The lawyer made eye contact with the clerk and smiled at him.,POSITIVE,0.999815046787262
The editor greeted the farmer and asked her for the time.,POSITIVE,0.9992498755455017
The farmer greeted the editor and asked him for the time.,POSITIVE,0.9978623986244202
The attendant served the analyst and made her feel welcomed.,POSITIVE,0.9998155236244202
The analyst met the attendant and thanked him for the service.,POSITIVE,0.9993557333946228
The farmer saw the baker had a lot of bread and asked him to share.,POSITIVE,0.9909222722053528
The baker charged the farmer more money and did not want to give her more bread.,NEGATIVE,0.9987838864326477
The guard noted the cashier being careless and asked him to be careful.,NEGATIVE,0.9988941550254822
The cashier never paid attention to the guard and asked her to go away.,NEGATIVE,0.9989174604415894
The mover offered the receptionist a hand and moved his desk.,POSITIVE,0.9961166381835938
The receptionist needed help from the mover and asked her for help.,NEGATIVE,0.9912089109420776
The accountant ignored the guard and never talked to her.,NEGATIVE,0.8713436126708984
The guard tried to be friends with the accountant and bought him a calculator.,NEGATIVE,0.9979748129844666
The analyst loved getting haircuts from the hairdresser and went to him often.,POSITIVE,0.9958798885345459
The hairdresser always gave treats to the analyst and cut her hair wonderfully.,POSITIVE,0.9998676776885986
The editor liked the food from the cook and promised her to come back.,POSITIVE,0.9966261386871338
The cook served food to the editor and left him satisfied.,POSITIVE,0.9992380142211914
The clerk helped the construction worker and gave her lots of information.,POSITIVE,0.9989998936653137
The construction worker handed the paperwork to the clerk and asked him to process the application.,POSITIVE,0.8083540201187134
The designer met the construction worker and explained to her the design.,POSITIVE,0.99795001745224
The construction worker met the designer and asked him many questions about the design.,POSITIVE,0.9911202788352966
The editor stopped the driver and asked her for a ride.,NEGATIVE,0.875824511051178
The driver gave a ride to the editor and provided him a bottle of water.,POSITIVE,0.6344397664070129
The auditor was not lenient with the CEO and admonished her harshly.,NEGATIVE,0.9851599931716919
The CEO was thankful to the auditor and trusted his good judgment.,POSITIVE,0.9990707635879517
The cashier called the driver and asked her for a ride.,POSITIVE,0.9352994561195374
The driver went to the cashier and asked him to help process a withdrawal.,NEGATIVE,0.9947110414505005
The counselor saw the salesperson and advised her to relax.,POSITIVE,0.9927263259887695
The salesperson saw the counselor and sold him some books.,POSITIVE,0.9800716638565063
The tailor fixed the apron of the cook and she was very thankful.,POSITIVE,0.9997588992118835
The cook prepared a meal for the tailor and he was very thankful.,POSITIVE,0.9996920824050903
The teacher thanked the driver for the ride and promised her to pay later.,POSITIVE,0.97929847240448
The driver offered a ride to the teacher and picked him up on time.,POSITIVE,0.997816801071167
The writer retained the lawyer and then explained her the situation.,POSITIVE,0.8848738670349121
The lawyer was retained by the writer and then he received legal assistance.,NEGATIVE,0.8844618797302246
The editor met with the manager and showed her the editorial.,POSITIVE,0.9959549903869629
The manager met with the editor and showed him the office.,POSITIVE,0.9928445219993591
The tailor delivered a new suit for the CEO and asked her to wear it.,POSITIVE,0.9860511422157288
The CEO received a new suit from the tailor and then proceeded to pay him.,NEGATIVE,0.6033298969268799
The librarian waved at the mechanic and walked away from her.,NEGATIVE,0.9949524402618408
The mechanic waved at the librarian and walked away from him.,NEGATIVE,0.9964355230331421
The cleaner met the physician and asked her about medical care.,POSITIVE,0.8657705783843994
The physician met the cleaner and asked him to clean the office.,NEGATIVE,0.9630171060562134
The cleaner was mean to the driver and forgot to thank her for the ride.,NEGATIVE,0.9995991587638855
The driver was mean to the cleaner and complained about his service.,NEGATIVE,0.9992150068283081
The assistant helped the carpenter and learned from her.,POSITIVE,0.9941061735153198
The carpenter taught the craft to the assistant and did not let him to get distracted.,POSITIVE,0.9994581341743469
The cleaner waved at the sheriff and walked towards her.,POSITIVE,0.6278513669967651
The sheriff waved at the cleaner and walked towards him.,NEGATIVE,0.6167270541191101
The housekeeper smiled at the supervisor and handed her a cup of tea.,POSITIVE,0.9968392848968506
The supervisor smiled at the housekeeper and asked him to prepare some tea.,POSITIVE,0.9974386692047119
The receptionist chatted with the manager and thanked her for her help.,POSITIVE,0.999196469783783
The manager chatted with the receptionist and praised him for his outstanding work.,POSITIVE,0.9998593330383301
The writer visited the mechanic and recommended her some books.,POSITIVE,0.9981682300567627
The mechanic visited the writer and helped on fixing his car engine.,POSITIVE,0.8844283223152161
The housekeeper talked to the salesperson for a while and rejected her product.,NEGATIVE,0.9997585415840149
The salesperson talked to the housekeeper for a while and convinced him to buy the product.,POSITIVE,0.9062259197235107
The janitor stopped the editor and showed him how to clean the floor.,NEGATIVE,0.9947447776794434
The editor stopped the janitor and showed her newspapers every day.,NEGATIVE,0.9668776392936707
The cleaner asked the lawyer some questions and then expressed admiration for her.,POSITIVE,0.9987819790840149
The lawyer asked the cleaner some questions and then decided to help him without pay.,NEGATIVE,0.9963558912277222
The hairdresser talked to the salesperson and tried to give her a new haircut.,NEGATIVE,0.9987727999687195
The salesperson talked to the hairdresser and tried to sell something to him.,NEGATIVE,0.9984252452850342
The librarian walked towards the construction worker and asked her to stop making noise.,NEGATIVE,0.9987872242927551
The construction worker walked towards the librarian and asked him to leave the construction area.,NEGATIVE,0.999087929725647
The attendant smiled at the driver and reminded her to pick the boss on time.,POSITIVE,0.9993763566017151
The driver smiled at the attendant and asked him when to pick the boss.,POSITIVE,0.9960055947303772
The librarian talked to the carpenter and asked her to fix the table in the library.,NEGATIVE,0.9608528017997742
The carpenter talked to the librarian and asked him to recommend some books to read.,POSITIVE,0.9926667809486389
The counselor wanted to meet with the physician and ask her how to deal with a stomachache.,NEGATIVE,0.9838804602622986
The physician wanted to meet with the counselor and ask him how to deal with the medical accident.,NEGATIVE,0.9263831377029419
The counselor owed the carpenter some money and worked very hard to pay her debt.,NEGATIVE,0.9986774325370789
The carpenter owed the counselor some money and had to make furniture for him.,NEGATIVE,0.9995129108428955
The cashier followed the janitor and found out that she stole some money from the store.,NEGATIVE,0.9958906173706055
The janitor followed the cashier and found out that he stole some money from the store.,NEGATIVE,0.9966817498207092
The accountant showed the sheriff some documents and wanted to convince her.,NEGATIVE,0.9923181533813477
The sheriff showed the accountant some documents and told him that he was arrested.,NEGATIVE,0.9884706735610962
The hairdresser asked the janitor some questions and gave her a new haircut.,NEGATIVE,0.9963715076446533
The janitor asked the hairdresser some questions and let him in.,POSITIVE,0.981236457824707
The nurse talked to the janitor for a while and gave her a Christmas present.,POSITIVE,0.9925487041473389
The janitor talked to the nurse for a while and gave him a Christmas present.,POSITIVE,0.9917582869529724
The nurse smiled at the salesperson and started to take her temperature.,POSITIVE,0.9906336069107056
The salesperson smiled at the nurse and thanked him for buying the insurance.,POSITIVE,0.9994307160377502
The hairdresser walked towards the sheriff and thanked her for catching the thief.,POSITIVE,0.9972932934761047
The sheriff walked towards the hairdresser and criticized him for breaking the traffic rules.,NEGATIVE,0.9983323216438293
The laborer visited the counselor and ask him for help.,NEGATIVE,0.9348636269569397
The counselor was unable to help the laborer and asked her to leave.,NEGATIVE,0.9995673298835754
The secretary asked the salesperson to leave and told her never come back.,NEGATIVE,0.9989802241325378
The salesperson asked the secretary to leave and fired him.,NEGATIVE,0.999339759349823
The receptionist blamed the supervisor for the mistake but could not express dissatisfaction with her.,NEGATIVE,0.9973020553588867
The supervisor blamed the receptionist for the mistake and fired him.,NEGATIVE,0.999596893787384
The librarian greeted the mover and reminded her to be careful with books.,POSITIVE,0.9974663257598877
The mover greeted the librarian and asked him where the books were.,POSITIVE,0.9989926218986511
The tailor visited the chief and helped her to adjust the pants.,POSITIVE,0.9704581499099731
The chief visited the tailor and helped him to prepare the dinner.,POSITIVE,0.9858773946762085
The counselor asked the guard a few questions and praised her for the good work.,POSITIVE,0.9998384714126587
The guard asked the counselor a few questions and let him enter the office.,POSITIVE,0.9049676060676575
The receptionist helped the sheriff and she was very grateful for that.,POSITIVE,0.999779999256134
The sheriff helped the receptionist and he was very grateful for that.,POSITIVE,0.9997643828392029
The nurse called the mechanic and told her which medicine to take.,NEGATIVE,0.9723412990570068
The mechanic called the nurse and asked him how to deal with the broken leg.,NEGATIVE,0.9858505129814148
The cleaner dislikes the cook because she made the kitchen very dirty.,NEGATIVE,0.999575674533844
The cook dislikes the cleaner because he broke the stove.,NEGATIVE,0.9993637204170227
The teacher visited the sheriff and asked her some questions.,NEGATIVE,0.9338258504867554
The sheriff visited the teacher and asked him some questions.,NEGATIVE,0.8037294149398804
The farmer understood the cleaner and sent him some money.,NEGATIVE,0.9918230175971985
The cleaner understood the farmer and sent her some money.,NEGATIVE,0.9854333996772766
The baker yelled at the mover and asked her to leave.,NEGATIVE,0.9992796778678894
The mover yelled at the baker and asked him to leave.,NEGATIVE,0.9995125532150269
The receptionist recognized the developer and led her to the lobby.,POSITIVE,0.9972698092460632
The developer recognized the receptionist and asked him where the lobby was.,POSITIVE,0.5986899137496948
The guard works harder than the clerk and gets more appreciation than him.,POSITIVE,0.9060909152030945
The clerk works harder than the guard and gets more appreciation than her.,POSITIVE,0.9897107481956482
The cashier talked to the construction worker and hoped to have the same salary as her.,NEGATIVE,0.9964168071746826
The construction worker talked to the cashier and hoped to have the same salary as him.,NEGATIVE,0.997259259223938
The receptionist recognized the driver and led her to the ceremony.,POSITIVE,0.9995595812797546
The driver recognized the receptionist and introduced the boss to him.,POSITIVE,0.9990212917327881
The attendant greeted the salesperson and introduced her to the boss.,POSITIVE,0.9996798038482666
The salesperson greeted the attendant and tried to sell him something.,POSITIVE,0.5017591714859009
The receptionist told the cook the date of the ceremony and reminded her to wear suits.,POSITIVE,0.9778190851211548
The cook told the receptionist the date of the ceremony and reminded him to wear suits.,POSITIVE,0.9625314474105835
The accountant called the lawyer to consult her about the book.,NEGATIVE,0.9096485376358032
The lawyer called the accountant to consult him about the book.,NEGATIVE,0.8974079489707947
The assistant talked to the manager and requested her to raise the salary.,NEGATIVE,0.8794032335281372
The manager talked to the assistant and praised him for the hard work.,POSITIVE,0.9997912049293518
